Id,airline_sentiment,airline,retweet_count,text,tweet_coord,tweet_location,user_timezone
198,positive,US Airways,0,@USAirways thanks to the whole team for an on-time flight despite inclement weather http://t.co/eQePkkPSXM,,,Eastern Time (US & Canada)
199,positive,American,0,@AmericanAir yes called your UK number on skype…well worth the $.50.  i recommend others do the same.,,,
200,negative,American,0,"@AmericanAir Cancelled Flights my flight, doesn't send an email, text or call. Now I'm stranded in Louisville.",,,
201,positive,Southwest,0,@SouthwestAir thank you!!,,Pennsylvania,Atlantic Time (Canada)
202,negative,American,0,"@AmericanAir @tennetexan Too bad there's only, like, 3 people on that team, then. Because this is next level unreal.",,Pekin,Eastern Time (US & Canada)
203,positive,Southwest,0,@SouthwestAir yes please!,,,Central Time (US & Canada)
204,neutral,Southwest,0,@SouthwestAir good to know. Perhaps it was execution then.,,"ÜT: 33.648576,-117.898653",Pacific Time (US & Canada)
205,negative,Southwest,0,@SouthwestAir Just OH-ing a text message I received from an entitled jackass of a friend.,"[25.7661538, -80.2517994]",Miami,Eastern Time (US & Canada)
206,positive,Southwest,0,@SouthwestAir I continue to be amazed by the amazing customer service.  Thank you SWA!,"[29.65283375, -95.275749]",,
207,negative,Southwest,0,@SouthwestAir Service rep didn't say I was dumb just had the tone of voice like I should have known about it.,,Tennessee,Central Time (US & Canada)
208,negative,Delta,0,@JetBlue needs to get its act together in #PHX,,"Tempe, AZ",Arizona
209,negative,American,0,@AmericanAir There are only 24 hours to Cancelled Flight or change itineraries booked online and that 24 hours is just about over. Impossible scenario,,LA,Pacific Time (US & Canada)
210,neutral,United,0,@united I will give it a couple more weeks. Thank you.,,Nicaragua,Central America
211,negative,United,0,@united it is too Late Flight for reFlight Booking Problems now - it is morning already and I no longer need a hotel room,,,Kyiv
212,negative,US Airways,0,@USAirways I have a voucher from a past trip that was delayed. I thought I had to talk to someone on the phone to use it. Is that not true?,,"Philadelphia, PA",Eastern Time (US & Canada)
213,negative,United,0,@united it would be super if you paid as much attention to actual fliers as you do to credit card holders.,,Denver,Mountain Time (US & Canada)
214,negative,United,0,@united now there is no one to operate the ramp to let us out of the plane in IAH...wow..just wow,,"Rio Grande Valley, Texas",Central Time (US & Canada)
215,negative,US Airways,0,@USAirways are you fucking kidding me??? http://t.co/qjLzrYWFj2,,"QueenCity, USA ",
216,negative,Southwest,0,@SouthwestAir @jparkermastin  customer service has been very passive in their response. Disappointed. I have only flown SW but am rethinking,,,
217,negative,United,0,@united Filled out at the airport as part of a long day made longer.,,DC,Eastern Time (US & Canada)
218,positive,Southwest,0,@SouthwestAir DM sent. Thanks for the help!,,"San Diego, CA",
219,negative,United,0,@united I am very glad I took care of own rescheduling now that UA 1580 from OGG was Cancelled Flightled. http://t.co/H3k3oWOhD1,,"Bay Area, CA",Pacific Time (US & Canada)
220,negative,United,1,@united. Worst flying experiences ever the past three days. Your airline needs to get it together. Lost a customer with me,,"Chicago, IL",
221,positive,United,0,@united have reported it.  Still in Istanbul at the moment apparently.  On the other plane haha.  Hats off to the pilot!,,,
222,neutral,Delta,0,@JetBlue i hate the internet lol,,"Tallahassee, FL",Atlantic Time (Canada)
223,negative,United,0,@united I was originally trying to share details but the link Jimmy Samartzis Vice President - Customer Experience sent me expired.,,,Eastern Time (US & Canada)
224,negative,American,0,@AmericanAir Trying to rebook a flight with you because of Cancelled Flightlation is a nightmare.  I was hung up on once. Can you help me rebook?,,,Eastern Time (US & Canada)
225,neutral,Delta,0,"Bruh...real tweet from @JetBlue ""Our fleet's on fleek. http://t.co/dqny4aKTg9""",,USA,Atlantic Time (Canada)
226,neutral,Southwest,0,@SouthwestAir I have been in contact and know there are changes but it's a destination you should really evaluate! Thanks,,"Do as you wish, with integrity",Pacific Time (US & Canada)
227,negative,US Airways,0,"@USAirways more lies, they said in their email we were delayed due to weather when the sky was clear in the city we were departing.",,,
228,negative,Delta,0,@JetBlue why is my 910 flight listed on time when its 904AM and I'm not on the plane yet? http://t.co/iEG2ObcEpp,,New York City,Eastern Time (US & Canada)
229,positive,Southwest,0,"@SouthwestAir haha, thanks for the explanation",,TX,America/Chicago
230,negative,American,0,@AmericanAir how can I get you guys to respond to my tweets and DM??? Really sad feeling to be ignored.,,San Diego,
231,negative,US Airways,0,@USAirways after pleading with car service to stay 3 hrs. past pick up they left me and my family but it's ok i have water and crackers!,,"Bronx, NY",Eastern Time (US & Canada)
232,negative,American,0,@AmericanAir just want to thank you guys for the 27 hour delay for flight AA106 from JFK due to staff shortage and not weather✈️,,my top secret gaming facility,Casablanca
233,negative,United,0,"@united ruined my day &amp; start trip SFO to GIG. both legs changed, lost my paid upgrade &amp; 200 1st class seat &amp; moved me from Econ + to Econ",,,
234,positive,Southwest,0,@SouthwestAir...give the crew of SWA 4007 a high five from this AV-8B guy for its nice XW landing into @bostonlogan. Nicely done!,,Northern Virginia,Eastern Time (US & Canada)
235,negative,American,0,@AmericanAir this is all i gotta say to y'all &amp; your staff... for real http://t.co/rKPRxTGvfL,,⋆city of lost angels⋆,Central Time (US & Canada)
236,negative,United,0,@united has the worst flight attendants. They are like those angry and drunk aunts that we all have. Everything has to be an argument.,,Bellevue Washington,Arizona
237,negative,United,1,@united will do. Thx. Been sitting on plane now for 2.5 hrs and now we have to refuel!  I can't even make this stuff up.,,,
238,negative,US Airways,0,@USAirways I realize the weather but day after day our flights keep getting Cancelled Flighted. Please prioritize ur passengers and help them,,,
239,negative,American,0,@AmericanAir yes. Shows Cancelled Flightled &amp; asks for her to contact you at 800 number.,,Dallas,
240,negative,United,0,@united was that English? I'll DM though I don't think you'll make a plane appear.,,"San Diego, CA",Eastern Time (US & Canada)
241,negative,United,0,@united can you tell me how to file a claim for clothing that had to be purchased?,,Global,Pacific Time (US & Canada)
242,negative,Virgin America,0,@VirginAmerica I need to register a service dog for a first class ticket from SFO &gt; Dulles. The phone queue is an hour or longer. Pls advise,,"Oakland, California",Pacific Time (US & Canada)
243,negative,US Airways,0,@USAirways @AmericanAir will one of you please answer the phone?,,"Chicago, IL",Central Time (US & Canada)
244,negative,American,0,"@AmericanAir I waited on hold for two hours, only to have my call. Really unreliable.",,,
245,neutral,US Airways,0,@USAirways trying to book award travel leaving on red-eye Sunday night after midnight. Should I book the date in Sunday or Monday?,,,Eastern Time (US & Canada)
246,negative,US Airways,0,"@USAirways @AmericanAir I'm stuck in the airport in fresno trying to beat the storm to pittsburgh, and you guys have offered nothing. HORRID",,,
247,neutral,Southwest,0,@SouthwestAir  do you know where my plane is coming from?  I'm on SW flight 4464 from RSW to MKE,,,Central Time (US & Canada)
248,negative,American,0,"@AmericanAir I'd just like to know where my bag is, when I'll get it and why I don't have it already. No accountability from Cust Service.",,,Eastern Time (US & Canada)
249,negative,American,0,"@AmericanAir even when I did get through, no one knew anything about my bag. This is ridiculous, I still don't have my bag from Saturday.",,,Eastern Time (US & Canada)
250,positive,American,0,@AmericanAir I might look into that. My wife travels much more than I do. Could we both use the membership?,,DC to STL ,
251,positive,US Airways,0,@USAirways Well I did miss it. But gate agents had rebooked boarding pass waiting when I landed. Time for lunch &amp; a beverage. Easy cheesy,"[33.43720156, -111.99928786]","Fort Mill, SC",Eastern Time (US & Canada)
252,negative,United,1,"@united It was Cancelled Flightled, none of the passengers were notified. Complete violation of travelers' rights.  @AerocivilCol",,"Phoneix, AZ",Eastern Time (US & Canada)
253,negative,Delta,0,@JetBlue now we dont have enough money for parking in your garage this is your fault and im not paying for what should be 10mins into 3hrs,,N Y,
254,neutral,United,0,@united how is Mexico not international from the us?,,"Chicago, IL",Central Time (US & Canada)
255,negative,US Airways,0,@USAirways Cancelled Flightled due to maintenance. The plane was there for 10 hours. Get your shit together because there are a lot of people unhappy.,,"Liverpool, UK",London
256,positive,American,0,@AmericanAir finally called! Can't get met Seattle so refund will be processed. Thanks,,Florida,Quito
257,neutral,United,0,@united is there a referral program for the Milageplus explorer card?,,,Eastern Time (US & Canada)
258,neutral,Delta,0,"Lol, k. “@JetBlue: Our fleet's on fleek. http://t.co/IUX94Rgc83”",,"Wherever the bacon is, USA",Quito
259,neutral,American,0,@AmericanAir Educate Bohol is a 501(c)(3) w/all volunteer staff. I can help the kids or buy a plane ticket--I can't do both. Can you help?,,"Albuquerque, New Mexico",Arizona
260,negative,US Airways,0,@USAirways Call volumes are high so the best answer is to hang up on me?,"[0.0, 0.0]",,Quito
261,negative,American,0,"@AmericanAir now because you couldn't add my ktn, which I asked for numerous times and no one answers the phone, I missed my flight!!#upset",,,
262,negative,United,0,@united rep wouldn't rebook. This is such a waste of time and poor communication,,"Raleigh, NC",Eastern Time (US & Canada)
263,positive,Southwest,0,@SouthwestAir Looking forward to flying once again with #SWA on Friday! The #LUV airline. #DTW #MDW #TUS,"[0.0, 0.0]","Detroit, Michigan",
264,neutral,US Airways,0,"@USAirways, if I rebook on another airline after my flight was Cancelled Flightled, do you reimburse? I need to get home today, not Tuesday.",,,Eastern Time (US & Canada)
265,negative,US Airways,0,@USAirways 23 min on hold... Drove 2.5 hours to get my delayed bag. I just want to pick it up at SJU.,,,
266,negative,Virgin America,0,@VirginAmerica Your website is down and I'm trying to check in!,,"Washington, DC",Atlantic Time (Canada)
267,negative,American,0,@AmericanAir sure is. What's more frustrating is being stranded at the airport with our fate in your hands.,,,Eastern Time (US & Canada)
268,positive,United,0,@united mechanical issue. Looks like they got it fixed! Thanks for your concern.,,,
269,negative,Delta,0,@JetBlue there were seats but after waiting on hold for 20 minutes they were gone-now she has to stay another night in charleston-very pricy,,NYC/RVC/CHS/WASH DC,Central Time (US & Canada)
270,positive,American,0,"@AmericanAir Great, thanks. Followed.","[37.78618135, -122.45742542]","SF, CA",Central Time (US & Canada)
271,negative,US Airways,0,@USAirways what an amazing day. Delayed 4 hrs bc frozen h2o on plane Now sitting @ gate on same plane 4 30 mins still waiting! #flight1797,,,Mountain Time (US & Canada)
272,negative,Southwest,0,"@SouthwestAir oh, ok!  all good!  looking forward to escaping the cold for a bit!  thanks!",,"darien, il",Central Time (US & Canada)
273,negative,American,0,@AmericanAir Flight Cancelled Flighted and rebooked but agent made a mistake and booked wrong date! Been trying to get through via phone for hours!!,,,Eastern Time (US & Canada)
274,negative,United,0,@united I will be patient in my luxurious middle seat on my next delayed flight,,NJ ,Eastern Time (US & Canada)
275,negative,American,0,"@AmericanAir @MO3TVida just so you know, reservations team has a 2+ hr callback time",,Milwaukee,Central Time (US & Canada)
276,negative,Delta,0,@JetBlue your agent told us TSA didn't have a crew to get bags!,,NYC,Quito
277,negative,Delta,0,@JetBlue heard about the charge for 1st bag and tighter seats - no need to be a loyal JB customer anymore!,,,
278,negative,US Airways,0,@USAirways if you are going to make me wait in the phone for a long time can you at least turn off the ads they are eating away at my soul,,,Atlantic Time (Canada)
